incident_id,latitude,longitude,area_name,crime_type,severity,time_of_day,date
INC00543,19.032766,73.02341,Nerul Balaji Mandir Area,Robbery,4,Night (21-6),2025-07-25
INC00544,19.035893,73.019175,Nerul Sector 19A,Kidnapping Attempt,5,Night (21-6),2024-06-18
INC00545,19.042511,73.009565,Nerul Sector 20,Assault,4,Morning (6-12),2024-08-16
INC00546,19.031147,73.016226,Nerul Sector 3,Molestation,3,Evening (17-21),2025-08-09
INC00547,19.026704,73.029988,"Juhu Nagar, Nerul",Assault,3,Night (21-6),2025-10-31
INC00548,19.030721,73.018999,Nerul Railway Station Area,Kidnapping Attempt,4,Night (21-6),2025-09-10
INC00549,19.014621,73.017999,Seawoods Grand Central,Suspicious Activity / Loitering,1,Evening (17-21),2024-02-25
INC00550,19.020755,73.021656,Nerul Sector 40,Domestic Violence (reported outdoors),4,Night (21-6),2025-01-07
INC00551,19.026912,73.032075,"Juhu Nagar, Nerul",Molestation,3,Evening (17-21),2025-10-10
INC00552,19.011882,73.016491,Seawoods Grand Central,Eve Teasing / Harassment,1,Night (21-6),2025-05-19
INC00553,19.035575,73.02644,Nerul Sector 22,Robbery,3,Afternoon (12-17),2024-07-19
INC00554,19.026966,73.010818,Nerul Sector 28,Molestation,5,Night (21-6),2024-07-14
INC00555,19.033362,73.015816,Nerul Lake Garden,Domestic Violence (reported outdoors),2,Night (21-6),2025-04-06
INC00556,19.031268,73.03365,"Juhu Nagar, Nerul",Stalking,4,Morning (6-12),2024-02-19
INC00557,19.033482,73.019711,Nerul Sector 3,Suspicious Activity / Loitering,1,Night (21-6),2024-06-26
INC00558,19.029828,73.02576,Nerul Sector 22,Domestic Violence (reported outdoors),3,Evening (17-21),2025-01-28
INC00559,19.048836,73.030327,DY Patil Stadium Area,Molestation,4,Evening (17-21),2024-12-17
INC00560,19.011123,73.014567,Seawoods Grand Central,Robbery,4,Night (21-6),2025-07-14
INC00561,19.038195,73.019984,Nerul Lake Garden,Molestation,4,Afternoon (12-17),2024-10-24
INC00562,19.03837,73.007061,Nerul West,Stalking,3,Night (21-6),2024-12-26
INC00563,19.029843,73.017565,Nerul Sector 3,Robbery,4,Night (21-6),2025-03-08
INC00564,19.034082,73.015902,Nerul Railway Station Area,Stalking,2,Night (21-6),2024-07-23
INC00565,19.014501,73.016287,Nerul Sector 50 (Seawoods),Theft,3,Morning (6-12),2024-03-04
INC00566,19.009132,73.017829,Seawoods Grand Central,Assault,5,Morning (6-12),2025-11-22
INC00567,19.032919,73.018939,Nerul Sector 3,Kidnapping Attempt,5,Afternoon (12-17),2025-12-13
INC00568,19.013043,73.013876,Seawoods Grand Central,Robbery,5,Evening (17-21),2025-12-02
INC00569,19.040227,73.01293,Nerul Lake Garden,Theft,2,Evening (17-21),2025-03-29
INC00570,19.021292,73.024637,Nerul Sector 40,Assault,4,Night (21-6),2024-07-17
INC00571,19.011091,73.021368,Seawoods Grand Central,Eve Teasing / Harassment,2,Night (21-6),2025-06-10
INC00572,19.044518,73.013428,Nerul Sector 21,Kidnapping Attempt,5,Morning (6-12),2025-08-21
INC00573,19.008545,73.018731,Nerul Sector 50 (Seawoods),Stalking,3,Afternoon (12-17),2024-11-26
INC00574,19.041989,73.016703,Nerul Sector 19A,Theft,3,Night (21-6),2025-07-17
INC00575,19.031583,73.011661,Nerul West,Kidnapping Attempt,5,Night (21-6),2025-06-17
INC00576,19.04279,73.008275,Nerul Sector 20,Kidnapping Attempt,5,Morning (6-12),2024-08-14
INC00577,19.031307,73.006649,Nerul Sector 28,Theft,2,Night (21-6),2025-09-25
INC00578,19.036799,73.023491,Nerul Sector 8,Chain Snatching,3,Night (21-6),2025-04-01
INC00579,19.021236,73.02391,Nerul Sector 40,Domestic Violence (reported outdoors),3,Night (21-6),2025-11-29
INC00580,19.035551,73.01887,Nerul Lake Garden,Eve Teasing / Harassment,3,Afternoon (12-17),2024-10-16
INC00581,19.037191,73.022277,Nerul Railway Station Area,Assault,5,Evening (17-21),2024-10-30
INC00582,19.028563,73.004659,Nerul Sector 28,Eve Teasing / Harassment,2,Night (21-6),2025-07-04
INC00583,19.026059,73.013524,Nerul Sector 3,Molestation,5,Night (21-6),2024-07-29
INC00584,19.03263,73.020029,Nerul Sector 3,Robbery,3,Night (21-6),2024-06-06
INC00585,19.033574,73.018354,Nerul Railway Station Area,Eve Teasing / Harassment,1,Morning (6-12),2024-09-14
INC00586,19.026564,73.019573,Nerul Sector 3,Theft,3,Evening (17-21),2025-10-07
INC00587,19.034464,73.024135,Nerul East,Eve Teasing / Harassment,1,Evening (17-21),2025-09-25
INC00588,19.042548,73.011685,Nerul Sector 20,Eve Teasing / Harassment,2,Night (21-6),2024-04-18
INC00589,19.013795,73.015911,Seawoods Grand Central,Eve Teasing / Harassment,2,Night (21-6),2025-03-24
INC00590,19.034161,73.029286,Nerul East,Suspicious Activity / Loitering,1,Evening (17-21),2024-05-19
INC00591,19.037374,73.030796,Nerul East,Theft,2,Afternoon (12-17),2025-10-25
INC00592,19.038659,73.006089,Nerul West,Kidnapping Attempt,5,Morning (6-12),2024-01-06
INC00593,19.035297,73.031576,Nerul East,Theft,2,Night (21-6),2024-12-18
INC00594,19.029301,73.009167,Nerul Sector 28,Kidnapping Attempt,5,Afternoon (12-17),2024-08-14
INC00595,19.010055,73.016451,Nerul Sector 50 (Seawoods),Domestic Violence (reported outdoors),3,Night (21-6),2025-07-16
INC00596,19.031157,73.026585,"Juhu Nagar, Nerul",Eve Teasing / Harassment,2,Morning (6-12),2025-08-17
INC00597,19.037612,73.020857,Nerul Balaji Mandir Area,Molestation,3,Afternoon (12-17),2024-03-12
INC00598,19.028542,73.007605,Nerul Sector 28,Domestic Violence (reported outdoors),3,Night (21-6),2024-06-05
INC00599,19.037462,73.013669,Nerul West,Stalking,2,Evening (17-21),2024-08-14
INC00600,19.043213,73.025876,DY Patil Stadium Area,Assault,5,Evening (17-21),2025-01-02
INC00601,19.011396,73.014371,Seawoods Grand Central,Domestic Violence (reported outdoors),2,Night (21-6),2024-05-23
INC00602,19.027571,73.018868,Nerul Sector 3,Eve Teasing / Harassment,1,Night (21-6),2025-06-03
INC00603,19.036401,73.020331,Nerul Railway Station Area,Domestic Violence (reported outdoors),3,Night (21-6),2025-07-18
INC00604,19.012848,73.02299,Nerul Sector 50 (Seawoods),Suspicious Activity / Loitering,2,Evening (17-21),2024-08-16
INC00605,19.008571,73.017509,Seawoods Grand Central,Eve Teasing / Harassment,3,Evening (17-21),2024-01-11
INC00606,19.020784,73.025452,Nerul Sector 40,Domestic Violence (reported outdoors),3,Night (21-6),2024-05-23
INC00607,19.027274,73.030531,"Juhu Nagar, Nerul",Domestic Violence (reported outdoors),3,Night (21-6),2025-05-10
INC00608,19.031323,73.012092,Nerul West,Molestation,3,Afternoon (12-17),2024-08-27
INC00609,19.041149,73.015843,Nerul Sector 19A,Assault,5,Evening (17-21),2025-04-10
INC00610,19.036119,73.016888,Nerul Sector 19A,Eve Teasing / Harassment,2,Night (21-6),2024-09-26
INC00611,19.030561,73.016013,Nerul Sector 3,Robbery,4,Evening (17-21),2024-03-20
INC00612,19.035013,73.026781,Nerul Sector 8,Molestation,5,Evening (17-21),2024-12-19
INC00613,19.036341,73.025097,Nerul Balaji Mandir Area,Chain Snatching,3,Evening (17-21),2024-08-23
INC00614,19.040616,73.009246,Nerul Sector 20,Stalking,3,Afternoon (12-17),2025-09-08
INC00615,19.046789,73.013317,Nerul Sector 21,Assault,3,Evening (17-21),2025-05-05
INC00616,19.031686,73.01929,Nerul Balaji Mandir Area,Robbery,3,Afternoon (12-17),2024-05-10
INC00617,19.025078,73.021101,Nerul Sector 23,Domestic Violence (reported outdoors),3,Morning (6-12),2024-09-21
INC00618,19.028133,73.020244,Nerul Sector 23,Domestic Violence (reported outdoors),2,Night (21-6),2025-11-08
INC00619,19.015078,73.015233,Seawoods Grand Central,Domestic Violence (reported outdoors),4,Night (21-6),2024-06-23
INC00620,19.020643,73.023807,Nerul Sector 40,Domestic Violence (reported outdoors),3,Evening (17-21),2025-06-07
INC00621,19.009842,73.020485,Nerul Sector 50 (Seawoods),Suspicious Activity / Loitering,1,Afternoon (12-17),2025-01-29
INC00622,19.029869,73.022119,Nerul Sector 22,Kidnapping Attempt,5,Night (21-6),2025-09-12
INC00623,19.042919,73.017213,Nerul Sector 21,Domestic Violence (reported outdoors),2,Night (21-6),2025-06-28
INC00624,19.039019,73.019746,Nerul Sector 8,Stalking,3,Night (21-6),2025-11-25
INC00625,19.045176,73.025963,DY Patil Stadium Area,Chain Snatching,4,Afternoon (12-17),2025-05-08
INC00626,19.033804,73.030437,Nerul East,Domestic Violence (reported outdoors),2,Evening (17-21),2024-09-17
INC00627,19.036127,73.025281,Nerul Balaji Mandir Area,Eve Teasing / Harassment,2,Evening (17-21),2025-07-10
INC00628,19.043062,73.023044,DY Patil Stadium Area,Chain Snatching,2,Evening (17-21),2025-01-19
INC00629,19.031502,73.006527,Nerul Sector 28,Assault,3,Afternoon (12-17),2025-10-29
INC00630,19.01059,73.019289,Nerul Sector 50 (Seawoods),Domestic Violence (reported outdoors),4,Evening (17-21),2025-11-27
INC00631,19.03704,73.027306,Nerul East,Kidnapping Attempt,5,Afternoon (12-17),2025-07-26
INC00632,19.02987,73.020908,Nerul Sector 3,Domestic Violence (reported outdoors),3,Night (21-6),2025-02-11
INC00633,19.03584,73.025774,Nerul Sector 22,Molestation,5,Night (21-6),2024-06-14
INC00634,19.043216,73.013204,Nerul Sector 21,Assault,3,Afternoon (12-17),2025-10-13
INC00635,19.036335,73.022286,Nerul Railway Station Area,Suspicious Activity / Loitering,2,Morning (6-12),2024-09-26
INC00636,19.016967,73.023872,Nerul Sector 40,Robbery,5,Evening (17-21),2025-06-17
INC00637,19.013193,73.01828,Seawoods Grand Central,Stalking,4,Evening (17-21),2024-07-25
INC00638,19.035288,73.019269,Nerul Sector 8,Domestic Violence (reported outdoors),4,Evening (17-21),2025-11-21
INC00639,19.038678,73.01694,Nerul Sector 19A,Stalking,2,Night (21-6),2025-02-13
INC00640,19.036357,73.009244,Nerul West,Molestation,3,Night (21-6),2024-03-11
INC00641,19.040897,73.012809,Nerul Sector 20,Kidnapping Attempt,5,Evening (17-21),2024-10-10
INC00642,19.018851,73.020556,Nerul Sector 40,Robbery,3,Afternoon (12-17),2025-02-20
INC00643,19.033852,73.019579,Nerul Sector 8,Theft,3,Night (21-6),2025-06-09
INC00644,19.015509,73.021505,Nerul Sector 50 (Seawoods),Domestic Violence (reported outdoors),4,Night (21-6),2025-01-21
INC00645,19.03616,73.02406,Nerul Balaji Mandir Area,Suspicious Activity / Loitering,2,Night (21-6),2024-01-29
INC00646,19.03093,73.01854,Nerul Balaji Mandir Area,Molestation,4,Night (21-6),2025-02-26
INC00647,19.035132,73.006078,Nerul West,Theft,2,Afternoon (12-17),2025-02-12
INC00648,19.033108,73.019951,Nerul Lake Garden,Suspicious Activity / Loitering,1,Evening (17-21),2025-08-10
INC00649,19.009962,73.020969,Nerul Sector 50 (Seawoods),Molestation,5,Night (21-6),2024-08-28
INC00650,19.020982,73.020654,Nerul Sector 40,Molestation,4,Night (21-6),2024-12-30
INC00651,19.035232,73.021459,Nerul Sector 22,Eve Teasing / Harassment,3,Evening (17-21),2025-07-08
INC00652,19.042584,73.01467,Nerul Sector 19A,Assault,5,Night (21-6),2025-08-11
INC00653,19.012426,73.022875,Nerul Sector 50 (Seawoods),Kidnapping Attempt,5,Evening (17-21),2025-08-13
INC00654,19.029433,73.026894,Nerul Sector 22,Suspicious Activity / Loitering,1,Evening (17-21),2025-02-07
INC00655,19.027658,73.017963,Nerul Sector 23,Kidnapping Attempt,5,Evening (17-21),2024-01-09
INC00656,19.035293,73.018735,Nerul Railway Station Area,Eve Teasing / Harassment,2,Evening (17-21),2024-09-22
INC00657,19.028389,73.018897,Nerul Sector 23,Suspicious Activity / Loitering,1,Evening (17-21),2025-05-25
INC00658,19.042684,73.028606,DY Patil Stadium Area,Assault,4,Night (21-6),2024-10-13
INC00659,19.027439,73.027049,"Juhu Nagar, Nerul",Domestic Violence (reported outdoors),3,Night (21-6),2024-10-03
INC00660,19.018443,73.02585,Nerul Sector 40,Molestation,4,Night (21-6),2024-06-02
INC00661,19.036445,73.019413,Nerul Balaji Mandir Area,Suspicious Activity / Loitering,1,Night (21-6),2025-10-07
INC00662,19.037272,73.021526,Nerul Sector 8,Suspicious Activity / Loitering,2,Afternoon (12-17),2025-08-04
INC00663,19.038987,73.017224,Nerul Sector 19A,Chain Snatching,3,Night (21-6),2025-05-02
INC00664,19.045099,73.012677,Nerul Sector 21,Assault,4,Evening (17-21),2024-09-20
INC00665,19.031159,73.00697,Nerul West,Domestic Violence (reported outdoors),3,Evening (17-21),2025-10-27
INC00666,19.027396,73.019242,Nerul Sector 3,Assault,4,Night (21-6),2025-05-14
INC00667,19.033117,73.029049,"Juhu Nagar, Nerul",Theft,3,Evening (17-21),2024-05-28
INC00668,19.029125,73.024429,Nerul Sector 23,Robbery,5,Night (21-6),2024-03-14
INC00669,19.037796,73.008826,Nerul Sector 20,Assault,4,Night (21-6),2025-09-11
INC00670,19.03317,73.027559,Nerul East,Assault,5,Evening (17-21),2024-07-07
INC00671,19.0309,73.017577,Nerul Railway Station Area,Theft,1,Afternoon (12-17),2025-02-10
INC00672,19.042264,73.017494,Nerul Sector 21,Suspicious Activity / Loitering,1,Morning (6-12),2025-02-10
INC00673,19.03912,73.019666,Nerul Sector 8,Theft,3,Morning (6-12),2025-02-03
INC00674,19.009335,73.019401,Seawoods Grand Central,Suspicious Activity / Loitering,1,Morning (6-12),2024-06-23
INC00675,19.030181,73.018555,Nerul Railway Station Area,Assault,5,Evening (17-21),2025-07-07
INC00676,19.012888,73.016081,Nerul Sector 50 (Seawoods),Kidnapping Attempt,5,Evening (17-21),2025-04-12
INC00677,19.045188,73.028116,DY Patil Stadium Area,Theft,2,Evening (17-21),2024-08-20
INC00678,19.040035,73.009926,Nerul Sector 20,Theft,2,Evening (17-21),2024-01-01
INC00679,19.039523,73.025784,Nerul Sector 8,Assault,5,Evening (17-21),2024-01-09
INC00680,19.037576,73.021817,Nerul Balaji Mandir Area,Chain Snatching,4,Night (21-6),2025-09-03
INC00681,19.020374,73.023386,Nerul Sector 40,Molestation,5,Night (21-6),2025-03-23
INC00682,19.032999,73.02972,Nerul East,Robbery,5,Afternoon (12-17),2024-03-22
INC00683,19.046003,73.027133,DY Patil Stadium Area,Domestic Violence (reported outdoors),3,Afternoon (12-17),2025-06-28
INC00684,19.011803,73.021828,Nerul Sector 50 (Seawoods),Stalking,4,Afternoon (12-17),2025-10-14
INC00685,19.030942,73.028177,"Juhu Nagar, Nerul",Domestic Violence (reported outdoors),4,Afternoon (12-17),2024-01-20
INC00686,19.029397,73.02478,Nerul Sector 22,Stalking,2,Afternoon (12-17),2024-05-08
INC00687,19.031817,73.027862,"Juhu Nagar, Nerul",Stalking,2,Evening (17-21),2024-12-16
INC00688,19.043493,73.029396,DY Patil Stadium Area,Assault,5,Night (21-6),2024-02-02
INC00689,19.033142,73.018505,Nerul Lake Garden,Stalking,2,Afternoon (12-17),2025-02-05
INC00690,19.040846,73.008453,Nerul Sector 20,Theft,3,Night (21-6),2024-05-04
INC00691,19.017078,73.0268,Nerul Sector 40,Molestation,3,Afternoon (12-17),2024-04-06
INC00692,19.038328,73.020668,Nerul Sector 8,Robbery,5,Night (21-6),2024-06-11
INC00693,19.041758,73.016097,Nerul Sector 19A,Eve Teasing / Harassment,2,Evening (17-21),2024-11-01
INC00694,19.028883,73.004417,Nerul Sector 28,Molestation,3,Afternoon (12-17),2025-03-20
INC00695,19.032621,73.018855,Nerul Lake Garden,Domestic Violence (reported outdoors),2,Evening (17-21),2024-09-05
INC00696,19.037651,73.020349,Nerul Railway Station Area,Suspicious Activity / Loitering,1,Evening (17-21),2024-04-01
INC00697,19.015262,73.019731,Nerul Sector 40,Domestic Violence (reported outdoors),3,Night (21-6),2025-10-02
INC00698,19.036278,73.016857,Nerul Sector 19A,Kidnapping Attempt,4,Morning (6-12),2024-08-26
INC00699,19.040353,73.018808,Nerul Lake Garden,Assault,5,Night (21-6),2024-01-22
INC00700,19.033865,73.025078,Nerul East,Chain Snatching,4,Night (21-6),2025-07-26
INC00701,19.011842,73.017421,Seawoods Grand Central,Domestic Violence (reported outdoors),3,Evening (17-21),2024-11-27
INC00702,19.028203,73.032651,"Juhu Nagar, Nerul",Kidnapping Attempt,5,Morning (6-12),2024-06-07
INC00703,19.028365,73.028107,"Juhu Nagar, Nerul",Assault,5,Morning (6-12),2025-10-15
INC00704,19.036032,73.020484,Nerul Sector 8,Chain Snatching,4,Night (21-6),2024-09-01
INC00705,19.038268,73.017766,Nerul Lake Garden,Kidnapping Attempt,5,Afternoon (12-17),2025-11-30
INC00706,19.036126,73.019233,Nerul Balaji Mandir Area,Theft,2,Evening (17-21),2024-11-25
INC00707,19.04227,73.015271,Nerul Sector 21,Chain Snatching,3,Afternoon (12-17),2024-02-02
INC00708,19.026856,73.005533,Nerul Sector 28,Chain Snatching,4,Night (21-6),2025-06-22
INC00709,19.008893,73.016766,Nerul Sector 50 (Seawoods),Eve Teasing / Harassment,2,Night (21-6),2024-08-01
INC00710,19.037427,73.024657,Nerul Balaji Mandir Area,Suspicious Activity / Loitering,1,Evening (17-21),2025-03-01
INC00711,19.037354,73.006466,Nerul West,Domestic Violence (reported outdoors),3,Evening (17-21),2024-03-13
INC00712,19.008123,73.015227,Seawoods Grand Central,Kidnapping Attempt,4,Morning (6-12),2024-08-24
INC00713,19.029083,73.014545,Nerul Sector 3,Molestation,4,Evening (17-21),2025-07-25
INC00714,19.046969,73.02913,DY Patil Stadium Area,Domestic Violence (reported outdoors),3,Night (21-6),2025-12-20
INC00715,19.048063,73.024334,DY Patil Stadium Area,Stalking,4,Evening (17-21),2025-11-04
INC00716,19.028271,73.021799,Nerul Sector 23,Assault,4,Evening (17-21),2024-11-28
INC00717,19.034299,73.011066,Nerul West,Assault,4,Evening (17-21),2024-08-07
INC00718,19.037126,73.031409,Nerul East,Theft,2,Night (21-6),2025-04-03
INC00719,19.031002,73.024277,Nerul East,Theft,1,Evening (17-21),2024-11-05
INC00720,19.032303,73.017475,Nerul Railway Station Area,Assault,3,Night (21-6),2025-12-07
INC00721,19.015853,73.01909,Nerul Sector 50 (Seawoods),Domestic Violence (reported outdoors),4,Morning (6-12),2025-04-16
INC00722,19.032249,73.00812,Nerul West,Domestic Violence (reported outdoors),3,Afternoon (12-17),2024-11-03
INC00723,19.041064,73.011553,Nerul Sector 20,Molestation,3,Night (21-6),2025-05-09
INC00724,19.027906,73.024192,Nerul Sector 23,Domestic Violence (reported outdoors),2,Evening (17-21),2024-11-03
INC00725,19.041646,73.01631,Nerul Sector 19A,Eve Teasing / Harassment,1,Night (21-6),2024-12-08
INC00726,19.038038,73.009474,Nerul West,Eve Teasing / Harassment,2,Night (21-6),2025-09-08
INC00727,19.034971,73.020758,Nerul Railway Station Area,Chain Snatching,3,Evening (17-21),2024-11-22
INC00728,19.030519,73.015615,Nerul Sector 3,Molestation,4,Morning (6-12),2025-02-06
INC00729,19.032023,73.030602,"Juhu Nagar, Nerul",Eve Teasing / Harassment,2,Evening (17-21),2025-02-07
INC00730,19.030058,73.02116,Nerul Sector 22,Domestic Violence (reported outdoors),2,Evening (17-21),2024-09-25
INC00731,19.039688,73.010476,Nerul Sector 20,Stalking,3,Evening (17-21),2024-07-21
INC00732,19.033163,73.022571,Nerul Balaji Mandir Area,Kidnapping Attempt,5,Afternoon (12-17),2024-09-29
INC00733,19.043587,73.030393,DY Patil Stadium Area,Eve Teasing / Harassment,1,Night (21-6),2025-03-09
INC00734,19.033786,73.008566,Nerul West,Domestic Violence (reported outdoors),2,Night (21-6),2024-06-22
INC00735,19.03593,73.013921,Nerul West,Suspicious Activity / Loitering,1,Evening (17-21),2024-08-27
INC00736,19.031483,73.005248,Nerul Sector 28,Eve Teasing / Harassment,1,Night (21-6),2024-09-05
INC00737,19.03595,73.027061,Nerul Sector 22,Chain Snatching,3,Night (21-6),2024-04-23
INC00738,19.0111,73.013682,Seawoods Grand Central,Molestation,4,Afternoon (12-17),2025-06-19
INC00739,19.01289,73.019984,Nerul Sector 50 (Seawoods),Stalking,3,Evening (17-21),2025-11-10
INC00740,19.033348,73.020363,Nerul Sector 8,Theft,3,Night (21-6),2025-09-24
INC00741,19.008925,73.020238,Nerul Sector 50 (Seawoods),Chain Snatching,3,Evening (17-21),2024-10-04
INC00742,19.037914,73.006153,Nerul West,Robbery,4,Night (21-6),2025-06-04
INC00743,19.048731,73.013877,Nerul Sector 21,Domestic Violence (reported outdoors),2,Afternoon (12-17),2025-05-27
INC00744,19.030486,73.0317,"Juhu Nagar, Nerul",Chain Snatching,3,Night (21-6),2024-11-08
INC00745,19.036419,73.018455,Nerul Lake Garden,Chain Snatching,3,Night (21-6),2024-12-29
INC00746,19.00939,73.021326,Seawoods Grand Central,Kidnapping Attempt,5,Night (21-6),2025-10-02
INC00747,19.015529,73.022123,Nerul Sector 50 (Seawoods),Chain Snatching,4,Afternoon (12-17),2024-12-15
INC00748,19.036255,73.024702,Nerul East,Robbery,4,Evening (17-21),2025-08-09
INC00749,19.032412,73.022999,Nerul Sector 22,Domestic Violence (reported outdoors),3,Evening (17-21),2024-05-14
INC00750,19.03122,73.008648,Nerul Sector 28,Molestation,4,Evening (17-21),2025-12-23
INC00751,19.040277,73.022441,Nerul Sector 8,Stalking,4,Evening (17-21),2025-07-24
INC00752,19.033589,73.013947,Nerul Sector 3,Assault,4,Night (21-6),2024-11-22
INC00753,19.04869,73.025427,DY Patil Stadium Area,Theft,2,Night (21-6),2024-04-19
INC00754,19.030478,73.0266,Nerul Sector 22,Domestic Violence (reported outdoors),3,Evening (17-21),2025-09-19
INC00755,19.018771,73.020847,Nerul Sector 40,Chain Snatching,3,Morning (6-12),2025-05-03
INC00756,19.033019,73.025338,Nerul Sector 22,Assault,4,Night (21-6),2025-05-18
INC00757,19.0311,73.019546,Nerul Balaji Mandir Area,Chain Snatching,4,Night (21-6),2024-01-16
INC00758,19.016102,73.01678,Nerul Sector 50 (Seawoods),Molestation,5,Morning (6-12),2025-03-25
INC00759,19.035503,73.024934,Nerul Balaji Mandir Area,Molestation,5,Evening (17-21),2024-02-12
INC00760,19.036762,73.027153,Nerul East,Domestic Violence (reported outdoors),2,Evening (17-21),2025-04-07
INC00761,19.032616,73.026339,"Juhu Nagar, Nerul",Molestation,5,Night (21-6),2024-02-10
INC00762,19.029099,73.019121,Nerul Sector 3,Chain Snatching,3,Afternoon (12-17),2025-02-11
INC00763,19.013689,73.015787,Seawoods Grand Central,Stalking,4,Afternoon (12-17),2024-02-25
INC00764,19.040229,73.022709,Nerul Sector 8,Suspicious Activity / Loitering,1,Night (21-6),2024-04-25
INC00765,19.03023,73.024503,Nerul Sector 23,Kidnapping Attempt,5,Evening (17-21),2024-11-27
INC00766,19.026199,73.029629,"Juhu Nagar, Nerul",Molestation,5,Morning (6-12),2024-11-27
INC00767,19.029747,73.017988,Nerul Sector 23,Eve Teasing / Harassment,3,Evening (17-21),2024-03-28
INC00768,19.038658,73.024815,Nerul Sector 8,Kidnapping Attempt,5,Evening (17-21),2025-01-24
INC00769,19.041946,73.018998,Nerul Sector 19A,Domestic Violence (reported outdoors),3,Afternoon (12-17),2024-05-28
INC00770,19.030153,73.01741,Nerul Sector 23,Theft,2,Night (21-6),2025-04-01
INC00771,19.012512,73.01444,Seawoods Grand Central,Stalking,3,Morning (6-12),2024-09-16
INC00772,19.033569,73.022543,Nerul Railway Station Area,Kidnapping Attempt,4,Evening (17-21),2025-05-20
INC00773,19.015735,73.024276,Nerul Sector 40,Suspicious Activity / Loitering,2,Evening (17-21),2025-09-07
INC00774,19.031858,73.020079,Nerul Railway Station Area,Domestic Violence (reported outdoors),3,Morning (6-12),2024-05-31
INC00775,19.041026,73.011994,Nerul Sector 19A,Chain Snatching,3,Evening (17-21),2024-03-30
INC00776,19.036671,73.01965,Nerul Sector 19A,Stalking,3,Evening (17-21),2025-12-09
INC00777,19.027419,73.016643,Nerul Sector 3,Domestic Violence (reported outdoors),3,Night (21-6),2024-04-05
INC00778,19.010083,73.02068,Seawoods Grand Central,Eve Teasing / Harassment,3,Night (21-6),2024-03-07
INC00779,19.011267,73.014476,Seawoods Grand Central,Theft,2,Evening (17-21),2025-06-21
INC00780,19.031567,73.008896,Nerul Sector 28,Eve Teasing / Harassment,1,Evening (17-21),2025-12-06
INC00781,19.010916,73.020282,Seawoods Grand Central,Theft,2,Night (21-6),2025-09-21
INC00782,19.034158,73.023055,Nerul Balaji Mandir Area,Suspicious Activity / Loitering,1,Night (21-6),2024-08-26
INC00783,19.015334,73.013513,Seawoods Grand Central,Chain Snatching,4,Evening (17-21),2024-04-30
INC00784,19.032397,73.011992,Nerul Sector 28,Robbery,3,Evening (17-21),2025-07-27
INC00785,19.02609,73.005609,Nerul Sector 28,Theft,2,Night (21-6),2024-11-11
INC00786,19.011554,73.016091,Seawoods Grand Central,Chain Snatching,2,Night (21-6),2024-12-15
INC00787,19.036795,73.028928,Nerul East,Chain Snatching,3,Afternoon (12-17),2024-12-12
INC00788,19.037329,73.024378,Nerul Balaji Mandir Area,Stalking,4,Afternoon (12-17),2025-04-16
INC00789,19.033167,73.0167,Nerul Sector 3,Robbery,3,Night (21-6),2024-11-02
INC00790,19.036941,73.01265,Nerul Lake Garden,Domestic Violence (reported outdoors),3,Night (21-6),2024-12-28
INC00791,19.044257,73.009244,Nerul Sector 20,Chain Snatching,3,Night (21-6),2025-10-03
INC00792,19.032739,73.017568,Nerul Sector 3,Robbery,4,Evening (17-21),2024-11-11
INC00793,19.038179,73.014672,Nerul Lake Garden,Eve Teasing / Harassment,3,Night (21-6),2025-01-15
INC00794,19.032636,73.028421,"Juhu Nagar, Nerul",Kidnapping Attempt,5,Afternoon (12-17),2025-01-18
INC00795,19.042022,73.019007,Nerul Sector 19A,Suspicious Activity / Loitering,1,Night (21-6),2025-05-27
INC00796,19.030522,73.027889,Nerul Sector 22,Kidnapping Attempt,5,Night (21-6),2024-05-26
INC00797,19.048077,73.017504,Nerul Sector 21,Stalking,3,Night (21-6),2025-04-15
INC00798,19.036709,73.028179,Nerul East,Chain Snatching,3,Night (21-6),2025-12-04
INC00799,19.039166,73.014113,Nerul Sector 20,Eve Teasing / Harassment,2,Morning (6-12),2024-11-15
INC00800,19.028567,73.00554,Nerul Sector 28,Theft,2,Night (21-6),2025-11-18
INC00801,19.043681,73.01126,Nerul Sector 21,Eve Teasing / Harassment,1,Night (21-6),2025-07-27
INC00802,19.033819,73.02334,Nerul Sector 8,Kidnapping Attempt,5,Afternoon (12-17),2025-12-22
INC00803,19.012093,73.01487,Seawoods Grand Central,Theft,2,Evening (17-21),2024-02-21
INC00804,19.029232,73.027726,Nerul Sector 22,Chain Snatching,2,Evening (17-21),2024-03-29
INC00805,19.044135,73.028637,DY Patil Stadium Area,Domestic Violence (reported outdoors),4,Evening (17-21),2024-11-15
INC00806,19.03904,73.018203,Nerul Lake Garden,Kidnapping Attempt,4,Night (21-6),2025-04-21
INC00807,19.029743,73.026919,Nerul Sector 22,Suspicious Activity / Loitering,1,Evening (17-21),2025-12-01
INC00808,19.029764,73.03358,"Juhu Nagar, Nerul",Stalking,3,Night (21-6),2025-02-05
INC00809,19.029597,73.022321,Nerul Sector 23,Assault,5,Evening (17-21),2024-03-07
INC00810,19.030903,73.021829,Nerul Balaji Mandir Area,Stalking,3,Night (21-6),2025-09-10
INC00811,19.033064,73.023745,Nerul Sector 22,Eve Teasing / Harassment,2,Evening (17-21),2024-03-13
